Online boarding,Inflight wifi service,Class,Type of Travel,Inflight entertainment,Flight Distance,Seat comfort,Leg room service,On-board service,Cleanliness,Ease of Online booking,Age,satisfaction
1,1,1,1,3,1072.0,3,2,3,3,1,32,0
5,4,0,0,5,2646.0,4,5,5,3,4,43,1
4,4,1,1,1,631.0,3,5,4,1,4,20,0
4,3,1,1,1,1269.0,2,5,4,1,4,33,0
2,1,0,0,2,419.0,1,2,2,1,1,57,1
5,0,0,0,2,190.0,4,2,2,3,0,47,1
4,4,1,1,2,545.0,2,4,2,2,4,66,0
3,3,0,0,3,1724.0,3,3,3,4,3,47,0
2,2,1,1,2,312.0,2,4,3,2,2,12,0
5,1,0,0,4,678.0,5,4,4,4,1,45,1
2,1,1,0,1,545.0,2,1,1,4,5,69,0
5,4,1,1,2,301.0,5,4,2,4,4,44,0
0,0,0,0,3,223.0,3,2,4,3,0,27,1
4,4,0,0,4,289.0,4,2,3,4,4,42,1
2,2,1,1,5,1010.0,5,2,4,5,2,42,0
3,3,1,0,4,1136.0,4,4,4,4,3,22,1
5,4,2,1,4,930.0,4,2,3,4,5,67,0
4,1,0,0,4,2991.0,4,5,4,4,1,44,1
5,2,0,0,4,3536.0,4,4,4,3,2,49,1
2,4,1,0,4,679.0,4,4,4,2,3,44,1
2,2,0,0,3,1188.0,3,5,4,3,2,26,0
4,5,0,0,5,3726.5,5,5,5,5,5,48,1
4,2,0,0,4,2714.0,4,3,4,4,5,27,1
2,3,1,0,1,895.0,1,3,1,1,2,20,0
1,1,1,0,1,858.0,1,5,4,1,1,38,0
4,4,1,1,4,802.0,5,2,3,4,4,10,0
2,2,1,0,2,2342.0,2,5,1,2,3,47,0
2,1,0,0,1,2161.0,3,2,1,2,3,34,0
4,3,0,0,5,569.0,4,5,5,4,3,55,1
3,1,1,1,2,397.0,3,4,3,2,3,39,0
4,4,2,0,4,933.0,4,3,4,4,5,34,0
4,4,1,0,5,150.0,5,2,2,5,4,56,1
4,3,0,1,2,679.0,5,3,2,2,3,61,0
3,4,2,1,5,813.0,5,4,5,5,3,14,0
2,2,1,1,3,712.0,4,2,2,3,2,7,0
5,5,1,1,3,788.0,3,2,5,3,5,16,1
3,3,1,1,3,1304.0,3,3,3,3,3,38,0
5,5,1,0,5,304.0,5,5,5,5,1,22,1
2,2,1,0,2,1598.0,2,2,4,2,2,37,0
4,1,0,0,4,223.0,4,4,4,5,1,39,1
3,0,0,0,3,3024.0,1,4,1,3,0,28,1
4,0,0,0,4,3432.0,5,4,4,3,0,52,1
0,0,1,0,5,109.0,5,5,3,5,0,30,1
4,2,0,0,2,325.0,4,2,2,3,1,52,0
1,4,0,0,4,830.0,3,4,4,4,4,55,1
4,4,1,1,2,759.0,2,3,4,2,4,52,0
5,1,1,1,5,577.0,5,1,5,4,1,46,0
4,4,0,0,4,1605.0,5,4,4,5,4,58,1
4,3,0,0,4,861.0,5,4,4,4,3,58,1
4,3,2,1,2,1024.0,4,3,2,2,3,45,0
3,3,1,1,3,544.0,2,5,4,3,3,24,0
5,3,0,0,5,2783.0,5,3,4,5,3,30,1
1,2,2,1,2,448.0,2,2,2,3,2,47,0
2,2,1,0,3,451.0,3,5,2,3,2,32,0
2,4,1,0,4,826.0,2,4,4,5,5,50,1
4,4,0,0,5,3542.0,4,4,4,4,4,44,1
1,1,0,0,1,526.0,1,4,1,1,3,29,0
5,1,0,0,4,1642.0,4,4,4,5,1,42,1
4,4,1,0,4,896.0,5,5,4,4,2,17,1
2,2,0,0,2,1679.0,2,3,5,2,5,31,1
2,2,1,0,2,277.0,2,5,5,2,2,22,0
5,2,0,0,4,748.0,4,4,4,4,2,49,1
2,1,0,0,1,2566.0,3,2,1,3,1,60,0
1,1,0,0,5,462.0,5,4,5,5,1,70,0
4,3,1,1,5,1256.0,5,2,4,5,4,44,0
2,2,2,0,2,201.0,2,4,3,2,4,34,0
4,4,0,0,4,175.0,5,4,4,3,4,56,1
4,1,1,1,2,794.0,5,1,2,5,1,68,0
3,3,1,1,2,872.0,1,4,4,2,3,34,0
4,2,0,0,4,550.0,4,4,4,3,2,49,1
5,3,1,1,3,335.0,3,5,3,3,5,20,0
3,3,1,0,4,169.0,4,4,1,4,3,18,0
3,1,1,0,3,975.0,3,4,5,3,1,37,0
5,4,1,0,4,866.0,3,4,4,1,5,45,1
5,3,0,0,2,2125.0,4,2,2,4,3,42,1
2,3,0,0,3,2001.0,2,2,3,4,1,58,0
1,1,1,0,3,1290.0,3,2,3,3,1,11,0
5,2,0,0,5,1199.0,5,3,5,5,2,33,1
4,4,0,0,5,474.0,5,2,5,5,4,39,0
5,4,0,0,4,3113.0,4,4,4,4,4,46,1
5,3,0,0,4,73.0,5,4,4,5,3,41,1
5,5,1,0,5,306.0,5,5,1,5,4,45,1
2,2,0,0,2,1522.0,2,4,4,2,2,39,0
4,1,0,0,4,901.0,5,4,4,1,1,44,1
4,4,1,1,2,990.0,2,5,5,2,4,36,0
4,1,0,0,4,1055.0,4,5,4,4,2,26,1
4,4,1,0,4,425.0,4,5,4,4,4,20,1
3,1,0,0,5,2611.0,3,5,4,3,1,54,1
5,2,1,1,4,164.0,4,2,4,5,2,62,0
4,5,0,0,5,2288.0,4,5,5,3,5,60,1
1,2,0,0,5,2863.0,5,5,5,5,2,47,1
3,1,0,0,5,1185.0,2,4,5,5,1,33,1
4,5,0,0,3,990.0,3,3,2,3,5,23,1
4,3,0,0,5,3379.0,4,5,5,4,3,68,1
2,2,1,0,3,532.0,4,2,4,3,2,24,0
5,2,0,0,4,3114.0,4,4,4,4,2,58,1
4,2,0,0,5,3722.0,4,5,5,4,2,44,1
3,2,0,0,3,265.0,3,3,1,3,2,62,0
3,3,1,1,5,529.0,5,2,4,5,3,29,0
2,2,1,0,2,364.0,2,1,4,2,2,23,0
5,3,1,0,2,101.0,2,3,2,1,3,55,1
5,4,0,0,5,1861.0,5,4,5,5,4,31,1
4,5,1,0,5,459.0,2,5,5,3,3,60,1
1,3,0,1,3,90.0,2,3,3,2,3,69,0
4,3,0,0,5,3395.0,5,5,5,4,3,45,1
5,4,0,0,5,2513.0,5,2,3,5,1,22,1
4,4,1,0,4,641.0,4,1,4,4,4,23,0
4,4,1,0,4,594.0,4,1,1,4,2,55,0
3,3,1,0,3,356.0,3,3,3,2,1,55,0
2,2,1,0,4,2704.0,2,3,3,2,1,24,0
3,3,1,1,3,819.0,3,3,3,3,3,44,0
4,3,2,0,3,985.0,4,3,3,1,5,72,0
5,5,0,0,5,3726.5,5,5,5,3,5,57,1
1,1,1,0,1,802.0,1,2,4,1,1,22,0
4,2,0,0,2,2070.0,4,4,3,4,2,25,1
3,3,1,0,4,692.0,4,4,4,4,3,29,0
5,3,0,0,5,406.0,5,5,5,5,1,46,1
3,3,0,0,3,309.0,2,2,1,3,3,25,0
2,2,1,1,1,948.0,1,5,1,1,2,24,0
3,3,1,1,4,316.0,1,3,4,2,3,52,0
4,4,0,0,4,190.0,5,4,4,4,5,45,1
3,5,0,0,3,3726.5,3,1,3,3,5,13,1
1,1,2,0,1,802.0,1,4,1,1,5,8,0
1,1,0,0,3,3579.0,1,4,3,1,1,35,1
2,3,1,1,1,226.0,2,3,2,2,3,8,0
3,1,0,0,5,2475.0,3,4,3,3,2,25,0
3,3,1,0,4,1279.0,4,4,3,4,3,21,0
3,3,1,1,1,391.0,1,5,1,1,3,35,0
4,5,0,0,5,3342.0,5,5,5,5,5,58,1
4,5,0,0,2,641.0,5,2,2,5,5,43,1
4,5,0,0,5,971.0,5,5,5,4,5,41,1
5,5,1,1,3,599.0,3,5,3,3,5,29,1
4,4,0,0,4,1134.0,4,2,5,4,4,25,1
4,2,0,0,4,1992.0,4,4,4,5,2,47,1
3,1,1,1,3,677.0,3,1,3,3,1,62,0
4,3,0,0,4,2950.0,4,5,4,4,3,30,1
2,2,1,1,5,685.0,5,5,2,5,2,19,0
2,2,1,0,2,759.0,2,3,3,2,3,45,1
4,2,0,0,5,1258.0,4,5,5,4,2,40,1
4,4,0,0,4,1922.0,4,4,4,3,4,42,1
4,1,1,0,1,451.0,3,1,1,4,4,42,0
3,3,2,1,2,353.0,2,4,2,2,3,37,0
2,2,1,0,1,408.0,1,4,1,1,2,27,0
3,3,0,0,3,1565.0,3,3,3,3,1,34,0
5,2,2,0,2,1190.0,1,2,2,3,4,43,1
5,1,0,0,5,3726.5,4,5,5,5,1,56,1
3,3,1,1,3,1620.0,3,5,3,3,3,40,0
2,2,1,0,1,1408.0,3,2,3,3,2,62,0
5,1,0,0,5,3018.0,5,5,4,5,1,25,1
4,4,1,0,4,1053.0,3,4,4,1,3,59,1
5,2,0,0,5,3583.0,5,5,5,4,2,53,1
3,3,1,1,4,2072.0,3,3,2,3,3,43,0
5,3,0,0,3,3134.0,5,4,3,4,3,48,1
3,3,1,1,5,581.0,5,5,3,5,3,11,0
2,2,0,0,1,689.0,1,3,5,1,2,28,0
5,1,0,0,5,1617.0,5,5,5,5,1,56,1
5,2,0,0,5,2309.0,4,5,5,3,2,51,1
5,2,1,1,5,327.0,5,3,5,5,5,34,0
3,3,0,0,4,493.0,2,4,4,4,3,41,1
4,4,2,0,4,697.0,4,1,3,4,5,25,1
4,3,0,0,4,1620.0,4,4,4,3,3,43,1
4,2,0,0,4,596.0,4,5,5,4,2,27,1
5,3,2,1,2,310.0,5,3,2,4,3,57,0
4,5,0,0,4,2149.0,4,4,4,3,1,53,1
5,4,1,0,4,782.0,4,3,4,4,5,34,0
2,2,0,1,2,1727.0,3,2,2,1,2,52,0
2,2,1,0,2,1448.0,2,2,1,2,1,48,0
3,3,0,0,3,2677.0,3,5,5,3,3,36,0
2,2,0,0,2,429.0,2,1,2,2,1,30,0
5,3,0,0,3,404.0,5,3,3,5,3,55,1
0,1,2,1,4,631.0,4,4,3,4,0,29,0
4,1,0,0,3,787.0,5,4,3,4,1,46,1
4,2,0,0,4,1616.0,4,5,5,4,2,13,1
5,5,0,0,3,3203.0,4,4,3,4,5,39,1
4,3,1,1,4,402.0,5,3,4,4,3,62,0
5,5,2,0,5,634.0,5,4,2,5,3,30,1
4,5,0,0,5,2146.0,5,5,5,5,5,31,1
1,1,0,1,1,1464.0,5,2,4,1,1,9,0
4,2,0,0,2,376.0,3,2,2,4,1,61,0
1,1,1,0,4,692.0,4,2,2,4,1,40,0
3,4,0,0,4,3726.5,4,4,4,2,3,37,0
2,3,1,0,3,571.0,3,3,4,3,1,40,0
3,3,1,1,2,909.0,2,5,4,2,3,34,0
1,1,0,0,5,2606.0,2,5,5,2,1,39,1
1,1,1,0,5,798.0,4,3,5,5,1,24,0
4,4,1,1,2,332.0,2,3,3,2,4,44,1
2,2,1,1,1,630.0,1,5,5,1,2,15,0
5,2,1,1,5,483.0,1,2,5,5,2,63,0
2,2,1,0,3,246.0,1,4,3,3,2,22,0
2,2,1,0,3,507.0,3,5,1,3,2,20,0
4,4,1,1,1,319.0,1,4,1,1,4,57,0
0,0,0,0,1,1317.0,5,5,4,1,0,23,1
3,0,0,0,3,332.0,3,3,3,1,0,37,1
5,4,1,1,5,363.0,5,4,3,5,5,30,1
5,1,1,1,2,1504.0,2,1,2,4,1,65,0
1,1,1,1,1,912.0,3,5,3,1,1,31,0
4,4,1,0,4,328.0,1,1,4,4,4,23,0
4,2,1,1,4,539.0,4,2,4,4,4,35,0
2,2,0,0,2,781.0,2,2,1,2,5,21,0
4,2,0,0,4,2561.0,5,4,4,3,2,40,1
3,3,0,0,3,3178.0,4,4,3,5,3,45,1
5,4,0,0,5,710.0,5,2,3,5,5,30,1
5,1,0,0,2,3164.0,4,2,2,5,1,45,1
4,4,0,0,3,115.0,3,3,3,4,2,36,0
2,2,2,1,3,425.0,5,4,3,3,2,21,0
4,1,0,0,1,3194.0,3,1,1,2,5,38,0
4,3,0,0,5,2477.0,5,5,5,5,3,39,1
1,2,0,0,5,209.0,2,5,5,4,2,35,1
4,1,1,1,2,315.0,5,1,2,3,1,54,0
2,3,0,0,5,3572.0,2,5,5,3,3,40,1
4,2,0,0,4,2916.0,4,3,5,4,2,26,1
4,2,0,0,4,414.0,5,4,4,3,2,50,1
2,2,1,1,1,1723.0,1,2,4,1,2,66,0
3,3,0,0,3,237.0,4,2,3,2,3,77,0
3,5,0,0,4,3283.0,5,4,4,5,5,58,1
3,1,0,0,3,2279.0,4,4,3,4,1,51,1
3,2,0,0,2,2423.0,3,2,2,3,1,33,0
3,2,1,1,2,1087.0,5,5,3,2,3,33,0
4,2,1,0,2,488.0,1,2,2,4,5,44,1
4,1,1,0,2,650.0,3,1,2,1,5,46,0
5,5,0,0,4,577.0,4,5,4,4,5,53,1
5,1,0,1,1,438.0,5,1,1,3,1,61,0
4,3,0,0,1,929.0,1,3,5,1,4,35,0
4,5,0,0,5,2435.0,4,4,3,4,5,47,1
3,3,0,0,4,1590.0,4,4,4,5,3,48,1
4,4,1,0,4,997.0,4,1,2,4,4,37,1
5,4,0,0,5,2077.0,4,5,5,5,1,40,1
5,4,0,0,4,534.0,4,4,4,4,4,48,1
3,4,1,0,5,853.0,3,4,5,5,5,52,1
5,5,0,0,4,3726.5,5,4,4,4,5,51,1
3,1,0,0,3,2079.0,5,4,3,5,4,33,1
3,3,1,1,3,372.0,3,4,2,3,3,57,0
5,5,2,0,5,1250.0,5,1,5,5,4,41,1
4,4,0,0,4,429.0,2,3,5,4,4,23,1
1,1,1,1,2,370.0,2,2,2,2,1,63,0
2,2,2,0,2,545.0,2,1,1,2,5,31,0
3,2,1,1,5,414.0,2,2,5,4,2,52,0
4,1,1,1,3,135.0,3,1,3,4,1,67,0
1,5,2,0,5,331.0,4,5,5,4,3,64,1
4,0,0,0,5,2565.0,5,5,5,5,0,46,1
4,4,0,0,3,519.0,3,5,3,3,4,31,1
4,2,0,0,4,2943.0,4,4,4,3,2,51,1
4,1,0,0,4,1487.0,4,5,4,4,1,24,1
5,5,1,0,5,1874.0,5,1,4,5,2,48,1
1,3,2,1,3,337.0,1,3,3,5,3,50,0
5,3,0,0,5,2969.0,5,5,5,4,3,40,1
2,2,1,0,3,2475.0,4,3,2,3,2,29,0
1,1,1,0,4,282.0,4,1,4,4,1,23,0
4,4,1,0,4,646.0,3,1,5,4,3,25,1
3,4,2,1,3,1597.0,3,1,3,3,3,18,1
4,4,0,0,5,1313.0,5,5,4,5,4,8,0
1,1,1,1,2,1299.0,2,4,3,2,1,46,0
2,2,1,1,3,693.0,3,2,3,3,2,35,0
4,2,0,0,5,1067.0,5,5,5,5,2,58,1
2,2,1,1,1,577.0,1,3,4,1,2,39,0
5,5,0,0,5,762.0,5,5,5,4,5,42,1
2,3,0,0,5,2984.0,3,5,5,4,3,36,1
0,0,0,1,2,419.0,2,1,3,2,0,20,1
3,3,1,1,2,475.0,3,3,2,2,3,57,0
3,5,1,0,5,944.0,3,5,5,5,5,53,1
1,1,1,1,3,1721.0,5,3,4,3,1,11,0
4,4,1,0,4,527.0,4,1,4,4,2,41,1
3,3,1,1,5,373.0,5,1,1,5,3,18,0
4,4,0,0,5,1918.0,4,5,5,5,4,45,1
3,3,1,0,2,308.0,2,4,1,2,3,26,0
2,2,1,0,1,557.0,1,4,4,1,2,22,0
3,3,1,1,4,1005.0,4,2,1,4,3,7,0
5,3,0,0,3,369.0,4,3,3,3,3,56,1
4,4,1,0,4,1249.0,4,5,4,4,3,59,1
5,0,0,0,2,2373.0,5,2,2,4,1,43,1
4,4,2,1,4,484.0,4,5,2,4,4,22,1
2,2,1,0,4,631.0,4,3,2,4,2,26,0
4,2,0,1,2,297.0,4,2,2,4,2,37,0
3,3,1,0,3,694.0,3,2,3,3,3,16,0
4,5,0,0,4,1979.0,5,4,4,3,5,44,1
5,5,1,0,5,522.0,5,2,2,5,2,22,1
4,1,0,0,4,2865.0,4,3,5,4,1,30,1
5,3,1,1,1,463.0,5,3,1,4,3,65,0
5,0,0,0,4,181.0,5,5,3,4,0,29,1
0,0,0,0,3,1372.0,3,2,4,3,0,9,1
4,4,1,0,5,2106.0,5,5,4,5,4,21,1
4,4,0,1,2,1183.0,2,4,1,2,4,28,0
4,4,0,0,5,1464.0,5,4,4,5,4,62,0
4,3,1,0,3,925.0,5,3,3,1,5,47,1
4,1,0,0,5,2586.0,4,5,2,4,1,32,1
2,2,1,1,1,672.0,1,3,3,1,2,20,0
5,3,0,0,5,3513.0,5,5,3,5,3,29,1
4,4,0,1,2,1670.0,2,3,5,2,4,13,0
2,1,1,1,5,1129.0,4,3,5,5,2,65,0
5,5,0,0,5,1142.0,4,4,5,3,5,59,1
4,2,0,0,5,1440.0,4,5,5,4,4,36,1
2,1,1,1,3,1535.0,3,3,3,3,2,23,0
5,1,0,0,5,2075.0,5,5,5,3,1,43,1
2,2,0,0,3,550.0,3,4,3,3,2,34,0
4,3,0,0,4,2586.0,4,4,4,4,3,39,1
2,3,0,0,3,2173.0,2,3,3,1,4,59,0
4,4,0,0,3,695.0,4,3,3,5,4,51,1
1,1,1,1,2,806.0,2,4,4,2,1,23,0
5,2,0,0,5,1922.0,5,3,4,5,2,32,1
1,1,1,0,1,1546.0,4,1,2,1,2,26,0
2,2,1,0,2,296.0,2,1,3,2,1,33,0
5,3,0,1,5,409.0,4,2,5,4,2,38,0
5,5,1,1,4,541.0,4,2,4,4,5,28,1
5,4,1,1,1,351.0,5,4,1,5,4,51,0
4,5,1,1,3,854.0,5,5,3,4,5,52,1
4,2,1,1,3,1107.0,5,2,3,4,2,61,0
2,2,1,1,3,300.0,3,4,5,3,2,8,0
5,5,0,0,5,1105.0,5,3,5,5,5,24,1
5,2,0,0,4,2099.0,5,4,4,4,2,56,1
4,4,0,0,4,3726.5,5,4,4,5,4,54,1
4,3,1,1,3,861.0,4,3,3,4,3,56,0
5,5,2,0,3,675.0,3,2,5,3,1,80,1
4,3,0,0,3,3404.0,4,3,3,3,4,39,0
1,1,1,0,1,190.0,1,3,4,1,4,40,0
3,3,1,0,3,135.0,3,4,2,3,4,32,0
2,2,1,0,2,748.0,2,3,3,2,2,10,0
4,4,1,0,4,629.0,4,1,2,4,2,28,0
2,2,2,1,5,764.0,5,3,4,5,2,36,0
2,3,0,0,4,2464.0,2,4,4,1,3,55,1
1,1,1,1,2,251.0,5,1,3,2,1,18,0
4,1,1,1,3,846.0,4,1,3,3,1,52,0
2,4,1,1,4,363.0,4,5,4,4,2,34,1
3,3,1,1,2,733.0,2,5,2,2,3,68,0
2,3,1,0,5,674.0,5,3,3,5,2,20,0
2,2,2,1,2,402.0,5,5,4,2,2,27,0
4,2,1,0,1,259.0,3,2,1,1,1,73,0
3,2,1,0,3,1117.0,4,2,3,2,3,48,0
5,0,0,0,2,3245.0,5,2,2,5,0,43,1
4,2,1,1,3,1972.0,4,2,3,3,2,56,0
3,4,1,1,1,1400.0,4,5,1,3,5,47,1
4,3,2,1,4,1826.0,4,3,5,4,4,20,0
2,5,0,0,5,1998.0,2,4,5,1,2,71,0
4,3,0,0,1,1127.0,1,4,5,1,4,27,0
5,1,0,0,5,288.0,4,5,5,5,1,38,1
5,5,0,0,3,649.0,5,3,3,3,5,40,1
4,4,1,0,4,643.0,4,4,4,4,2,47,1
2,2,1,1,4,594.0,1,5,2,4,2,16,0
2,3,0,0,3,2573.0,2,3,3,2,5,66,0
4,3,0,0,5,214.0,4,5,5,4,3,49,1
5,4,1,1,4,408.0,4,4,4,5,4,50,0
2,2,0,1,5,493.0,5,2,3,5,2,26,0
4,5,0,0,3,460.0,5,2,3,3,5,34,1
5,2,0,0,5,200.0,4,5,5,1,2,46,1
1,1,1,1,3,189.0,3,2,5,3,1,26,0
2,2,0,0,3,158.0,3,4,3,3,2,68,0
5,4,0,0,5,1628.0,5,5,3,5,5,29,1
4,3,0,0,3,3726.5,4,3,3,3,2,66,0
0,0,1,1,2,1235.0,2,1,3,2,0,68,1
2,2,1,0,5,431.0,5,1,4,5,2,18,0
3,3,0,0,3,1900.0,3,3,2,3,4,26,0
5,1,0,0,3,2988.0,5,4,3,5,1,39,1
1,2,1,0,1,202.0,3,2,2,1,1,55,0
4,3,0,0,3,2996.0,4,3,3,5,3,50,1
5,5,1,0,5,262.0,5,5,5,5,3,38,1
3,3,2,1,4,1211.0,4,2,4,4,3,21,0
1,1,0,0,5,2125.0,5,2,5,5,1,40,0
3,2,0,0,2,391.0,3,2,2,1,3,63,0
2,2,1,1,3,590.0,3,5,4,3,2,22,0
5,2,0,0,5,1379.0,5,5,5,5,2,59,1
3,0,0,0,4,3711.0,2,4,4,1,0,61,1
4,2,1,0,1,395.0,3,2,1,2,4,65,0
0,2,1,1,3,226.0,3,2,4,3,0,36,0
2,2,1,0,2,2565.0,2,2,4,2,3,63,0
3,3,2,0,4,2409.0,3,4,5,3,1,34,0
2,2,1,0,5,813.0,5,3,1,5,2,24,0
3,2,0,0,2,585.0,3,2,2,2,4,49,0
4,3,0,0,4,1759.0,4,3,2,4,3,23,1
2,0,0,0,2,116.0,2,5,4,2,0,30,1
4,3,0,0,4,3726.5,5,4,4,4,3,60,1
3,3,1,1,3,862.0,3,2,5,3,3,23,0
2,2,1,0,2,551.0,2,5,1,2,2,25,0
5,4,0,0,5,3360.0,5,5,5,3,4,48,1
5,2,0,0,4,1635.0,5,4,4,3,2,60,1
2,2,1,1,5,377.0,5,5,3,5,2,44,0
4,2,0,0,5,1303.0,5,5,5,3,2,56,1
5,1,0,0,4,3274.0,5,4,4,3,1,54,1
4,2,0,0,4,1090.0,5,4,4,4,3,58,1
4,4,1,1,3,2342.0,3,3,5,3,4,13,0
1,1,1,1,2,1844.0,2,4,4,2,1,12,0
2,2,2,0,4,238.0,4,4,1,4,2,25,0
4,5,1,0,2,872.0,2,1,1,2,4,22,1
4,1,1,0,2,2092.0,4,1,2,3,4,55,0
2,2,1,0,3,759.0,3,3,1,3,2,18,0
2,2,1,1,3,854.0,3,5,5,3,2,44,0
4,4,1,1,4,462.0,4,3,5,4,4,33,1
5,5,0,0,1,1435.0,1,2,4,1,5,25,1
3,3,1,0,3,337.0,3,4,3,3,4,65,0
4,2,0,0,4,109.0,2,4,4,5,4,43,1
2,2,1,1,4,282.0,2,5,4,4,2,58,0
2,4,1,1,3,425.0,3,4,4,3,2,41,0
4,2,0,0,2,3294.0,4,2,2,4,2,60,0
3,3,1,1,2,961.0,2,4,2,2,3,9,0
5,5,0,0,3,667.0,5,2,3,3,5,58,1
5,5,0,0,4,522.0,4,4,4,4,4,40,1
4,2,2,1,1,259.0,5,2,1,5,2,54,0
3,3,1,1,1,1844.0,1,2,5,1,3,21,0
3,4,0,0,5,1448.0,1,4,5,5,5,35,1
4,4,2,1,2,772.0,2,5,2,2,4,44,0
2,2,0,0,4,641.0,1,2,1,4,2,39,0
5,2,1,1,2,190.0,5,2,2,4,2,50,0
5,1,2,1,2,1123.0,5,1,2,5,1,55,0
4,4,1,0,4,991.0,3,3,3,4,3,9,0
4,4,1,1,5,502.0,5,2,3,5,4,64,0
4,4,0,0,5,352.0,3,5,5,5,4,47,1
5,5,1,1,1,1389.0,1,2,5,1,5,11,1
2,2,2,1,4,201.0,3,5,5,4,2,10,0
5,2,0,1,3,929.0,4,2,3,4,2,59,0
1,1,1,0,1,327.0,1,4,3,1,4,36,0
2,2,1,1,3,550.0,3,2,3,3,2,28,0
5,5,1,0,5,978.0,5,2,4,5,3,40,1
2,2,1,1,1,395.0,3,2,5,1,2,47,0
4,4,1,1,5,1012.0,5,2,4,5,4,55,1
3,4,1,1,1,480.0,4,4,1,1,4,52,0
2,1,1,0,2,896.0,1,3,3,2,2,28,0
4,5,0,0,4,2249.0,5,4,4,5,5,37,1
3,3,1,0,3,913.0,3,2,1,3,4,22,0
4,2,0,0,2,2131.0,5,3,2,5,2,57,1
4,4,1,0,4,546.0,4,5,1,4,4,28,0
5,3,0,0,5,1911.0,5,4,5,5,3,29,1
5,3,0,1,4,184.0,4,3,4,5,3,64,0
2,2,0,0,3,414.0,3,4,3,3,2,35,0
5,5,2,0,5,253.0,4,2,5,5,2,18,1
2,2,2,1,5,2704.0,2,4,2,2,2,49,0
4,3,0,0,1,345.0,3,3,1,1,4,26,0
2,2,1,1,4,308.0,4,3,4,4,2,20,0
3,2,0,0,2,2107.0,4,2,2,1,5,40,0
1,1,2,0,1,143.0,1,5,4,1,3,42,0
4,2,2,0,2,387.0,4,2,2,4,3,41,0
4,4,1,0,5,980.0,5,2,5,5,4,24,1
2,2,1,0,1,304.0,1,3,3,1,2,36,0
5,2,0,0,5,2865.0,4,5,5,5,1,57,1
2,2,1,1,1,1085.0,1,3,4,1,2,31,0
2,2,0,0,2,2077.0,2,3,4,2,3,33,0
5,5,1,0,5,162.0,5,5,5,5,4,37,1
5,5,0,0,2,258.0,2,2,3,2,5,24,1
2,2,1,1,5,190.0,5,3,3,5,2,48,0
5,5,1,0,5,201.0,5,2,2,5,1,29,1
5,1,0,0,5,1501.0,4,5,5,3,1,41,1
5,1,0,0,4,912.0,4,4,4,3,1,47,1
4,4,0,0,4,1660.0,4,2,4,4,4,48,1
3,2,0,0,4,190.0,3,3,4,4,2,64,0
4,3,2,1,4,328.0,4,3,4,3,3,46,0
5,1,0,0,5,2442.0,5,3,4,5,1,20,1
2,2,1,1,5,231.0,1,4,3,5,2,30,0
4,4,1,1,1,163.0,1,2,4,1,4,28,0
3,3,1,1,1,143.0,1,5,5,1,3,57,0
4,2,0,0,3,3726.5,4,4,3,5,2,35,1
4,1,0,0,4,2470.0,5,4,4,3,1,54,1
4,3,1,0,3,1164.0,3,3,3,3,5,55,0
4,3,0,0,3,1009.0,3,5,4,3,3,25,0
2,2,1,1,3,1276.0,3,2,4,3,2,51,0
3,3,2,0,3,985.0,2,3,3,3,3,19,0
4,3,0,0,5,2303.0,5,5,5,5,3,57,1
3,3,1,1,1,802.0,1,3,1,1,3,50,0
2,2,1,1,5,284.0,5,4,5,5,2,27,0
4,3,1,1,4,302.0,5,2,4,5,2,63,0
0,4,2,1,1,98.0,1,4,3,1,0,28,0
4,4,0,0,3,1005.0,3,4,4,3,4,46,1
4,2,0,0,3,528.0,4,5,3,4,2,46,1
5,4,1,1,3,641.0,5,5,3,3,5,60,1
4,4,0,0,4,370.0,4,1,5,4,4,27,1
0,0,1,0,5,405.0,5,4,2,5,0,21,1
2,2,1,1,2,837.0,2,2,4,2,2,37,0
4,5,0,0,4,1827.0,5,4,4,5,5,55,1
4,4,0,0,5,2416.0,5,5,5,3,4,51,1
3,3,1,0,2,591.0,2,4,1,2,3,25,0
4,2,0,0,2,2432.0,3,2,2,4,2,47,0
4,2,1,1,3,481.0,3,3,3,3,4,67,0
5,5,1,1,3,369.0,3,3,5,3,5,32,1
2,2,0,0,2,3726.5,2,4,1,2,3,27,0
2,2,1,0,4,391.0,1,1,4,4,2,20,0
5,1,0,0,5,1242.0,4,5,5,5,1,52,1
0,2,1,1,2,166.0,4,2,4,2,0,9,0
5,5,0,0,1,677.0,1,4,3,1,5,23,1
3,2,0,0,2,3546.0,3,2,2,1,5,53,0
4,5,1,1,3,714.0,3,2,4,3,5,65,1
5,4,0,0,5,2215.0,5,2,4,5,4,22,1
4,5,0,0,4,2615.0,4,5,4,4,5,56,1
1,1,1,0,1,86.0,1,2,1,1,2,57,0
5,2,0,0,4,1514.0,5,4,4,5,2,57,1
3,3,1,1,2,333.0,2,5,4,2,3,51,0
3,3,1,0,3,156.0,3,1,4,3,4,35,0
2,1,1,0,1,1325.0,2,1,1,2,3,53,0
3,3,1,0,5,846.0,5,2,5,5,3,25,0
4,1,0,0,4,3497.0,4,5,4,4,3,24,1
2,2,1,1,3,321.0,1,5,1,3,2,19,0
3,3,1,1,4,67.0,4,2,4,4,3,9,0
5,3,2,1,3,1180.0,5,3,3,5,3,62,0
3,3,0,0,3,270.0,3,3,3,4,2,44,0
